#id	length	GC	avg.qual	sample
m84073_231201_024147_s2/235734139/ccs	346	40.46	35.20	5C
m84073_231201_024147_s2/236324808/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/246677947/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/236521264/ccs	345	40.29	25.06	5C
m84073_231201_024147_s2/245563787/ccs	349	42.41	29.78	5C
m84073_231201_024147_s2/266733051/ccs	349	42.41	25.45	5C
m84073_231201_024147_s2/7344416/ccs	408	39.71	40.00	5C
m84073_231201_024147_s2/248709538/ccs	716	43.85	27.31	5C
m84073_231201_024147_s2/256705336/ccs	714	53.78	32.10	5C
m84073_231201_024147_s2/239010914/ccs	1078	40.45	40.00	5C
m84073_231201_024147_s2/239076514/ccs	776	41.88	40.00	5C
m84073_231201_024147_s2/9310102/ccs	625	57.28	24.11	5C
m84073_231201_024147_s2/261685740/ccs	346	40.46	33.43	5C
m84073_231201_024147_s2/18092804/ccs	1070	41.40	36.61	5C
m84073_231201_024147_s2/10031296/ccs	623	56.98	40.00	5C
m84073_231201_024147_s2/11865890/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/19533196/ccs	623	56.66	40.00	5C
m84073_231201_024147_s2/19993891/ccs	517	60.74	26.17	5C
m84073_231201_024147_s2/31330648/ccs	273	42.12	24.21	5C
m84073_231201_024147_s2/23795182/ccs	86	45.35	40.00	5C
m84073_231201_024147_s2/23991388/ccs	349	42.41	40.00	5C
m84073_231201_024147_s2/20713716/ccs	709	38.93	29.42	5C
m84073_231201_024147_s2/208275170/ccs	576	52.26	40.00	5C
m84073_231201_024147_s2/24710683/ccs	508	60.83	40.00	5C
m84073_231201_024147_s2/24775704/ccs	320	54.37	27.32	5C
m84073_231201_024147_s2/24908080/ccs	338	47.93	40.00	5C
m84073_231201_024147_s2/32641893/ccs	354	40.68	19.05	5C
m84073_231201_024147_s2/14618413/ccs	1069	41.25	23.83	5C
m84073_231201_024147_s2/25038704/ccs	346	40.46	39.77	5C
m84073_231201_024147_s2/25234726/ccs	35	51.43	31.76	5C
m84073_231201_024147_s2/22025266/ccs	1069	41.44	35.12	5C
m84073_231201_024147_s2/229378230/ccs	0	0.00	35.12	5C
m84073_231201_024147_s2/26152192/ccs	819	43.59	29.98	5C
m84073_231201_024147_s2/26219563/ccs	891	49.94	40.00	5C
m84073_231201_024147_s2/210897225/ccs	345	40.29	40.00	5C
m84073_231201_024147_s2/230033988/ccs	478	53.14	28.54	5C
m84073_231201_024147_s2/211092591/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/219548432/ccs	260	51.15	39.93	5C
m84073_231201_024147_s2/27659897/ccs	349	42.41	40.00	5C
m84073_231201_024147_s2/231082665/ccs	347	44.96	33.43	5C
m84073_231201_024147_s2/39191354/ccs	619	51.21	39.98	5C
m84073_231201_024147_s2/202508062/ccs	1074	41.43	23.09	5C
m84073_231201_024147_s2/224266506/ccs	481	53.22	23.96	5C
m84073_231201_024147_s2/39586557/ccs	317	54.89	26.08	5C
m84073_231201_024147_s2/231475989/ccs	389	43.19	22.39	5C
m84073_231201_024147_s2/39651911/ccs	635	58.90	25.24	5C
m84073_231201_024147_s2/213845044/ccs	348	42.24	22.15	5C
m84073_231201_024147_s2/221121232/ccs	622	57.07	25.67	5C
m84073_231201_024147_s2/203491057/ccs	116	43.97	32.87	5C
m84073_231201_024147_s2/203556682/ccs	634	58.83	40.00	5C
m84073_231201_024147_s2/203620531/ccs	29	62.07	40.00	5C
m84073_231201_024147_s2/41157216/ccs	709	57.40	22.53	5C
m84073_231201_024147_s2/41223172/ccs	562	61.57	27.64	5C
m84073_231201_024147_s2/41550862/ccs	389	43.19	40.00	5C
m84073_231201_024147_s2/204344053/ccs	345	40.29	40.00	5C
m84073_231201_024147_s2/204409813/ccs	636	60.53	40.00	5C
m84073_231201_024147_s2/214827707/ccs	133	46.62	40.00	5C
m84073_231201_024147_s2/204540793/ccs	767	38.98	29.19	5C
m84073_231201_024147_s2/42009343/ccs	457	54.05	27.50	5C
m84073_231201_024147_s2/204865987/ccs	648	46.14	40.00	5C
m84073_231201_024147_s2/204932618/ccs	750	58.13	29.96	5C
m84073_231201_024147_s2/204933787/ccs	346	40.46	40.00	5C
m84073_231201_024147_s2/215679843/ccs	512	60.74	39.98	5C
m84073_231201_024147_s2/43124206/ccs	890	50.22	27.68	5C
m84073_231201_024147_s2/223021851/ccs	337	54.60	40.00	5C
m84073_231201_024147_s2/43845273/ccs	70	61.43	40.00	5C
m84073_231201_024147_s2/227279744/ccs	1068	41.48	24.97	5C
m84073_231201_024147_s2/234554092/ccs	621	56.68	23.63	5C
m84073_231201_024147_s2/44173320/ccs	624	56.73	21.31	5C
m84073_231201_024147_s2/44237303/ccs	346	40.46	40.00	5C
m84073_231201_024147_s2/217123796/ccs	1073	41.29	29.84	5C
m84073_231201_024147_s2/234817674/ccs	349	42.41	40.00	5C
m84073_231201_024147_s2/44499832/ccs	1068	53.28	40.00	5C
m84073_231201_024147_s2/217515098/ccs	1069	41.44	37.04	5C
m84073_231201_024147_s2/50399223/ccs	628	57.48	22.36	5C
m84073_231201_024147_s2/206504527/ccs	624	57.05	40.00	5C
m84073_231201_024147_s2/228000412/ccs	346	40.46	24.71	5C
m84073_231201_024147_s2/228002617/ccs	732	48.63	29.40	5C
m84073_231201_024147_s2/51183938/ccs	476	53.36	40.00	5C
m84073_231201_024147_s2/6424634/ccs	156	56.41	23.99	5C
m84073_231201_024147_s2/45024457/ccs	452	55.31	25.56	5C
m84073_231201_024147_s2/33819090/ccs	476	53.36	40.00	5C
m84073_231201_024147_s2/45484514/ccs	706	55.24	20.35	5C
m84073_231201_024147_s2/51841948/ccs	461	36.88	40.00	5C
m84073_231201_024147_s2/63176861/ccs	563	46.54	40.00	5C
m84073_231201_024147_s2/52232511/ccs	345	40.29	40.00	5C
m84073_231201_024147_s2/63834499/ccs	349	42.41	37.86	5C
m84073_231201_024147_s2/63899652/ccs	703	44.10	20.86	5C
m84073_231201_024147_s2/35195064/ccs	400	42.00	28.35	5C
m84073_231201_024147_s2/56560581/ccs	355	51.55	22.81	5C
m84073_231201_024147_s2/35719381/ccs	512	61.13	38.30	5C
m84073_231201_024147_s2/54002748/ccs	716	56.15	30.09	5C
m84073_231201_024147_s2/58461050/ccs	623	56.98	40.00	5C
m84073_231201_024147_s2/58459287/ccs	351	42.17	25.53	5C
m84073_231201_024147_s2/37357256/ccs	80	65.00	40.00	5C
m84073_231201_024147_s2/59442611/ccs	514	60.51	40.00	5C
m84073_231201_024147_s2/59442302/ccs	349	42.41	22.60	5C
m84073_231201_024147_s2/54985337/ccs	332	44.58	40.00	5C
m84073_231201_024147_s2/59574639/ccs	68	64.71	19.63	5C
m84073_231201_024147_s2/37685262/ccs	623	57.30	40.00	5C
m84073_231201_024147_s2/55314730/ccs	355	40.28	39.75	5C
m84073_231201_024147_s2/66519884/ccs	298	47.65	40.00	5C
m84073_231201_024147_s2/49679260/ccs	348	40.52	26.20	5C
m84073_231201_024147_s2/49808884/ccs	892	50.34	40.00	5C
m84073_231201_024147_s2/50006007/ccs	126	57.94	40.00	5C
m84073_231201_024147_s2/38341101/ccs	619	57.03	24.03	5C
m84073_231201_024147_s2/60426366/ccs	709	53.17	26.49	5C
m84073_231201_024147_s2/17105738/ccs	349	42.41	24.35	5C
m84073_231201_024147_s2/28181444/ccs	1067	53.23	26.91	5C
m84073_231201_024147_s2/73861350/ccs	35	51.43	40.00	5C
m84073_231201_024147_s2/11799112/ccs	347	40.63	22.96	5C
m84073_231201_024147_s2/74450333/ccs	1163	55.20	40.00	5C
m84073_231201_024147_s2/18022662/ccs	0	0.00	40.00	5C
m84073_231201_024147_s2/74647525/ccs	455	62.64	40.00	5C
m84073_231201_024147_s2/29034092/ccs	1599	45.84	20.34	5C
m84073_231201_024147_s2/12780095/ccs	318	54.72	25.62	5C
m84073_231201_024147_s2/23070701/ccs	86	56.98	29.23	5C
m84073_231201_024147_s2/76088031/ccs	1068	41.48	22.23	5C
m84073_231201_024147_s2/23789759/ccs	29	62.07	40.00	5C
m84073_231201_024147_s2/13829368/ccs	683	51.10	21.92	5C
m84073_231201_024147_s2/31066513/ccs	29	62.07	30.31	5C
m84073_231201_024147_s2/24772995/ccs	349	42.41	23.92	5C
m84073_231201_024147_s2/77268266/ccs	68	64.71	40.00	5C
m84073_231201_024147_s2/77464319/ccs	622	56.91	23.91	5C
m84073_231201_024147_s2/77400281/ccs	398	47.99	32.09	5C
m84073_231201_024147_s2/20645712/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/25430759/ccs	398	56.28	40.00	5C
m84073_231201_024147_s2/25758334/ccs	894	50.34	26.56	5C
m84073_231201_024147_s2/26151630/ccs	0	0.00	26.56	5C
m84073_231201_024147_s2/32571966/ccs	512	60.74	40.00	5C
m84073_231201_024147_s2/107088617/ccs	626	56.71	24.75	5C
m84073_231201_024147_s2/22087569/ccs	636	56.45	30.91	5C
m84073_231201_024147_s2/27002837/ccs	622	57.23	40.00	5C
m84073_231201_024147_s2/4786798/ccs	708	57.34	40.00	5C
m84073_231201_024147_s2/84542729/ccs	349	42.41	40.00	5C
m84073_231201_024147_s2/27789581/ccs	711	38.96	23.17	5C
m84073_231201_024147_s2/78252779/ccs	347	40.35	26.08	5C
m84073_231201_024147_s2/108267308/ccs	708	57.34	38.81	5C
m84073_231201_024147_s2/78644626/ccs	1084	40.22	37.16	5C
m84073_231201_024147_s2/67570393/ccs	623	57.30	40.00	5C
m84073_231201_024147_s2/89916543/ccs	120	45.83	40.00	5C
m84073_231201_024147_s2/67635759/ccs	349	42.41	39.92	5C
m84073_231201_024147_s2/108857052/ccs	29	55.17	17.59	5C
m84073_231201_024147_s2/90375381/ccs	623	57.14	39.86	5C
m84073_231201_024147_s2/85525576/ccs	476	53.36	40.00	5C
m84073_231201_024147_s2/96864420/ccs	951	48.05	39.57	5C
m84073_231201_024147_s2/85855220/ccs	11	45.45	40.00	5C
m84073_231201_024147_s2/90702807/ccs	976	53.07	40.00	5C
m84073_231201_024147_s2/79824220/ccs	8	62.50	34.39	5C
m84073_231201_024147_s2/109906900/ccs	349	42.41	27.96	5C
m84073_231201_024147_s2/97127012/ccs	1069	41.44	23.44	5C
m84073_231201_024147_s2/91293169/ccs	352	41.76	39.97	5C
m84073_231201_024147_s2/91490388/ccs	1068	41.39	20.26	5C
m84073_231201_024147_s2/87294005/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/97977004/ccs	35	51.43	40.00	5C
m84073_231201_024147_s2/98109844/ccs	623	56.82	39.98	5C
m84073_231201_024147_s2/98240154/ccs	1069	41.44	24.23	5C
m84073_231201_024147_s2/81200874/ccs	345	40.29	32.47	5C
m84073_231201_024147_s2/81265920/ccs	53	52.83	33.24	5C
m84073_231201_024147_s2/98370249/ccs	716	56.15	30.69	5C
m84073_231201_024147_s2/98372099/ccs	187	45.99	27.41	5C
m84073_231201_024147_s2/87952364/ccs	492	46.14	24.50	5C
m84073_231201_024147_s2/70320639/ccs	637	60.28	23.34	5C
m84073_231201_024147_s2/81528223/ccs	510	60.78	33.79	5C
m84073_231201_024147_s2/92734625/ccs	404	52.48	40.00	5C
m84073_231201_024147_s2/70453829/ccs	153	26.14	27.92	5C
m84073_231201_024147_s2/81986600/ccs	512	60.74	24.92	5C
m84073_231201_024147_s2/70713761/ccs	619	51.21	40.00	5C
m84073_231201_024147_s2/93063709/ccs	623	56.82	21.14	5C
m84073_231201_024147_s2/141033774/ccs	898	50.11	27.54	5C
m84073_231201_024147_s2/93914568/ccs	346	40.46	40.00	5C
m84073_231201_024147_s2/72025772/ccs	634	58.83	23.65	5C
m84073_231201_024147_s2/94374376/ccs	103	45.63	34.68	5C
m84073_231201_024147_s2/94503779/ccs	683	51.10	38.87	5C
m84073_231201_024147_s2/100205645/ccs	693	30.16	39.88	5C
m84073_231201_024147_s2/100272452/ccs	1113	40.16	25.25	5C
m84073_231201_024147_s2/94899183/ccs	1078	41.47	24.27	5C
m84073_231201_024147_s2/112593379/ccs	29	62.07	40.00	5C
m84073_231201_024147_s2/100927271/ccs	345	40.29	40.00	5C
m84073_231201_024147_s2/123341222/ccs	623	56.98	26.43	5C
m84073_231201_024147_s2/123404802/ccs	348	40.52	32.93	5C
m84073_231201_024147_s2/112985265/ccs	1069	41.44	39.92	5C
m84073_231201_024147_s2/118884850/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/119013778/ccs	354	40.40	40.00	5C
m84073_231201_024147_s2/142804243/ccs	1454	44.57	40.00	5C
m84073_231201_024147_s2/119212046/ccs	504	60.71	40.00	5C
m84073_231201_024147_s2/113378406/ccs	288	37.50	25.27	5C
m84073_231201_024147_s2/124062373/ccs	176	48.30	21.80	5C
m84073_231201_024147_s2/143198006/ccs	890	50.22	31.63	5C
m84073_231201_024147_s2/113576300/ccs	685	30.07	22.73	5C
m84073_231201_024147_s2/119606033/ccs	623	57.14	40.00	5C
m84073_231201_024147_s2/143460411/ccs	710	39.01	40.00	5C
m84073_231201_024147_s2/113968404/ccs	346	40.46	27.86	5C
m84073_231201_024147_s2/102564706/ccs	1067	53.14	27.11	5C
m84073_231201_024147_s2/130286191/ccs	349	42.41	38.04	5C
m84073_231201_024147_s2/130287365/ccs	674	43.47	23.22	5C
m84073_231201_024147_s2/125109736/ccs	346	40.46	40.00	5C
m84073_231201_024147_s2/125306108/ccs	29	62.07	40.00	5C
m84073_231201_024147_s2/125306822/ccs	760	42.37	40.00	5C
m84073_231201_024147_s2/125372272/ccs	512	60.74	40.00	5C
m84073_231201_024147_s2/144573554/ccs	349	42.41	39.29	5C
m84073_231201_024147_s2/131139970/ccs	892	50.34	40.00	5C
m84073_231201_024147_s2/144769888/ccs	633	58.61	21.38	5C
m84073_231201_024147_s2/103547400/ccs	891	50.17	24.59	5C
m84073_231201_024147_s2/115410714/ccs	353	43.06	23.67	5C
m84073_231201_024147_s2/131924570/ccs	349	42.41	39.97	5C
m84073_231201_024147_s2/121375573/ccs	29	62.07	40.00	5C
m84073_231201_024147_s2/115673378/ccs	0	0.00	40.00	5C
m84073_231201_024147_s2/115739357/ccs	34	58.82	40.00	5C
m84073_231201_024147_s2/173410297/ccs	1069	41.25	40.00	5C
m84073_231201_024147_s2/121570914/ccs	621	56.52	26.19	5C
m84073_231201_024147_s2/173804360/ccs	1067	52.48	40.00	5C
m84073_231201_024147_s2/132253358/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/116457873/ccs	103	50.49	18.55	5C
m84073_231201_024147_s2/127010422/ccs	1163	55.29	31.63	5C
m84073_231201_024147_s2/132778716/ccs	0	0.00	31.63	5C
m84073_231201_024147_s2/116983942/ccs	508	60.83	21.89	5C
m84073_231201_024147_s2/117048261/ccs	519	54.14	29.68	5C
m84073_231201_024147_s2/175311352/ccs	298	47.65	40.00	5C
m84073_231201_024147_s2/122947728/ccs	336	43.45	40.00	5C
m84073_231201_024147_s2/117376280/ccs	625	56.96	37.85	5C
m84073_231201_024147_s2/128123139/ccs	475	56.00	40.00	5C
m84073_231201_024147_s2/128453355/ccs	157	53.50	40.00	5C
m84073_231201_024147_s2/134416407/ccs	1195	55.23	23.83	5C
m84073_231201_024147_s2/146081981/ccs	348	40.23	39.74	5C
m84073_231201_024147_s2/151586617/ccs	724	43.51	39.89	5C
m84073_231201_024147_s2/156893359/ccs	1164	54.47	40.00	5C
m84073_231201_024147_s2/162858450/ccs	508	60.83	34.82	5C
m84073_231201_024147_s2/146802535/ccs	890	50.22	26.79	5C
m84073_231201_024147_s2/146932957/ccs	349	42.41	40.00	5C
m84073_231201_024147_s2/135398469/ccs	811	45.13	24.48	5C
m84073_231201_024147_s2/152503716/ccs	345	40.29	40.00	5C
m84073_231201_024147_s2/157745929/ccs	621	56.84	24.37	5C
m84073_231201_024147_s2/157811555/ccs	346	41.91	24.56	5C
m84073_231201_024147_s2/152766419/ccs	892	50.34	21.97	5C
m84073_231201_024147_s2/152962681/ccs	636	58.65	40.00	5C
m84073_231201_024147_s2/147719574/ccs	476	53.36	33.34	5C
m84073_231201_024147_s2/158338021/ccs	452	55.31	39.98	5C
m84073_231201_024147_s2/136184008/ccs	257	53.70	38.78	5C
m84073_231201_024147_s2/178325419/ccs	475	56.42	40.00	5C
m84073_231201_024147_s2/136252021/ccs	476	50.84	24.30	5C
m84073_231201_024147_s2/147917536/ccs	346	40.46	23.55	5C
m84073_231201_024147_s2/158796382/ccs	35	37.14	23.84	5C
m84073_231201_024147_s2/153487931/ccs	1069	41.25	40.00	5C
m84073_231201_024147_s2/178848183/ccs	476	53.36	40.00	5C
m84073_231201_024147_s2/136710533/ccs	476	53.36	35.09	5C
m84073_231201_024147_s2/148505654/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/159581949/ccs	35	51.43	40.00	5C
m84073_231201_024147_s2/159648687/ccs	354	40.68	25.30	5C
m84073_231201_024147_s2/149882004/ccs	345	40.29	29.85	5C
m84073_231201_024147_s2/160500512/ccs	0	0.00	29.85	5C
m84073_231201_024147_s2/150145837/ccs	567	48.68	22.20	5C
m84073_231201_024147_s2/160762193/ccs	296	44.93	26.58	5C
m84073_231201_024147_s2/161351473/ccs	333	44.44	27.93	5C
m84073_231201_024147_s2/139395515/ccs	396	47.73	27.73	5C
m84073_231201_024147_s2/156370839/ccs	133	59.40	38.24	5C
m84073_231201_024147_s2/161941945/ccs	491	44.60	40.00	5C
m84073_231201_024147_s2/167773122/ccs	294	48.64	25.89	5C
m84073_231201_024147_s2/167838837/ccs	1397	43.31	33.98	5C
m84073_231201_024147_s2/179571703/ccs	623	57.14	38.80	5C
m84073_231201_024147_s2/168166951/ccs	477	53.46	20.24	5C
m84073_231201_024147_s2/190447812/ccs	892	50.34	31.00	5C
m84073_231201_024147_s2/180095203/ccs	634	58.83	37.45	5C
m84073_231201_024147_s2/168495750/ccs	475	56.00	24.92	5C
m84073_231201_024147_s2/185468026/ccs	354	40.68	40.00	5C
m84073_231201_024147_s2/191038888/ccs	354	40.40	40.00	5C
m84073_231201_024147_s2/168886848/ccs	605	52.73	39.98	5C
m84073_231201_024147_s2/180947815/ccs	131	39.69	40.00	5C
m84073_231201_024147_s2/169083787/ccs	708	57.34	40.00	5C
m84073_231201_024147_s2/169215832/ccs	29	55.17	40.00	5C
m84073_231201_024147_s2/191693111/ccs	890	50.22	40.00	5C
m84073_231201_024147_s2/181207690/ccs	927	51.13	38.33	5C
m84073_231201_024147_s2/191695605/ccs	436	49.54	40.00	5C
m84073_231201_024147_s2/169543810/ccs	706	53.97	40.00	5C
m84073_231201_024147_s2/181601626/ccs	508	60.83	40.00	5C
m84073_231201_024147_s2/197723313/ccs	378	47.88	20.86	5C
m84073_231201_024147_s2/192479818/ccs	349	42.41	37.88	5C
m84073_231201_024147_s2/192612605/ccs	891	49.94	38.77	5C
m84073_231201_024147_s2/192744432/ccs	349	42.41	40.00	5C
m84073_231201_024147_s2/198379503/ccs	623	56.98	23.28	5C
m84073_231201_024147_s2/182584765/ccs	467	28.27	26.50	5C
m84073_231201_024147_s2/188023352/ccs	121	38.02	40.00	5C
m84073_231201_024147_s2/182846669/ccs	512	60.74	40.00	5C
m84073_231201_024147_s2/170789362/ccs	563	46.54	40.00	5C
m84073_231201_024147_s2/170920793/ccs	622	56.91	40.00	5C
m84073_231201_024147_s2/183043577/ccs	610	42.13	38.78	5C
m84073_231201_024147_s2/171051653/ccs	1234	53.81	30.18	5C
m84073_231201_024147_s2/183109100/ccs	892	50.34	33.68	5C
m84073_231201_024147_s2/193463412/ccs	504	60.71	39.93	5C
m84073_231201_024147_s2/193529162/ccs	894	49.89	28.33	5C
m84073_231201_024147_s2/183503060/ccs	1397	43.31	21.94	5C
m84073_231201_024147_s2/171378189/ccs	349	42.41	40.00	5C
m84073_231201_024147_s2/171379352/ccs	346	40.46	40.00	5C
m84073_231201_024147_s2/199426237/ccs	231	35.50	40.00	5C
m84073_231201_024147_s2/171510282/ccs	891	50.28	22.57	5C
m84073_231201_024147_s2/199624480/ccs	507	60.75	27.29	5C
m84073_231201_024147_s2/171903762/ccs	1069	41.44	40.00	5C
m84073_231201_024147_s2/171968353/ccs	892	50.34	39.99	5C
m84073_231201_024147_s2/184287634/ccs	1070	41.50	36.74	5C
m84073_231201_024147_s2/172034325/ccs	92	55.43	28.24	5C
m84073_231201_024147_s2/189663948/ccs	519	60.31	21.38	5C
m84073_231201_024147_s2/195035890/ccs	48	29.17	23.02	5C
m84073_231201_024147_s2/173016593/ccs	635	58.74	22.19	5C
m84073_231201_031203_s3/257365035/ccs	1165	54.25	27.42	5C
m84073_231201_031203_s3/257561069/ccs	636	60.53	40.00	5C
m84073_231201_031203_s3/257822787/ccs	709	57.40	25.48	5C
m84073_231201_031203_s3/263262877/ccs	50	38.00	40.00	5C
m84073_231201_031203_s3/240914034/ccs	707	52.90	40.00	5C
m84073_231201_031203_s3/240981360/ccs	1069	41.44	40.00	5C
m84073_231201_031203_s3/252383790/ccs	1069	41.44	28.82	5C
m84073_231201_031203_s3/235671909/ccs	460	39.57	38.44	5C
m84073_231201_031203_s3/247600059/ccs	346	40.46	18.70	5C
m84073_231201_031203_s3/253104127/ccs	629	57.07	26.69	5C
m84073_231201_031203_s3/236522782/ccs	1209	50.62	37.38	5C
m84073_231201_031203_s3/264638847/ccs	117	47.01	40.00	5C
m84073_231201_031203_s3/253825374/ccs	157	53.50	40.00	5C
m84073_231201_031203_s3/254086225/ccs	504	60.71	21.78	5C
m84073_231201_031203_s3/265228415/ccs	332	44.58	24.45	5C
m84073_231201_031203_s3/242947667/ccs	349	42.41	40.00	5C
m84073_231201_031203_s3/237442052/ccs	346	40.17	39.97	5C
m84073_231201_031203_s3/254807041/ccs	891	50.28	20.68	5C
m84073_231201_031203_s3/255071796/ccs	338	53.25	40.00	5C
m84073_231201_031203_s3/238096549/ccs	665	44.81	40.00	5C
m84073_231201_031203_s3/243536840/ccs	346	40.46	38.88	5C
m84073_231201_031203_s3/243602143/ccs	669	53.81	40.00	5C
m84073_231201_031203_s3/243602574/ccs	622	56.75	40.00	5C
m84073_231201_031203_s3/250154399/ccs	1070	41.21	23.88	5C
m84073_231201_031203_s3/256119870/ccs	622	57.40	25.59	5C
m84073_231201_031203_s3/250417538/ccs	706	54.39	39.19	5C
m84073_231201_031203_s3/239211575/ccs	704	55.68	40.00	5C
m84073_231201_031203_s3/244715398/ccs	1075	41.21	36.90	5C
m84073_231201_031203_s3/239604448/ccs	476	53.36	40.00	5C
m84073_231201_031203_s3/245174960/ccs	345	40.29	40.00	5C
m84073_231201_031203_s3/240195161/ccs	623	57.14	25.45	5C
m84073_231201_031203_s3/218109763/ccs	331	44.11	24.74	5C
m84073_231201_031203_s3/262215169/ccs	635	59.06	25.25	5C
m84073_231201_031203_s3/245501103/ccs	346	38.44	32.20	5C
m84073_231201_031203_s3/218370018/ccs	1213	52.76	40.00	5C
m84073_231201_031203_s3/240454759/ccs	1200	36.42	28.58	5C
m84073_231201_031203_s3/262541419/ccs	1069	41.44	40.00	5C
m84073_231201_031203_s3/212667649/ccs	332	44.88	21.11	5C
m84073_231201_031203_s3/218829165/ccs	117	47.01	40.00	5C
m84073_231201_031203_s3/229510922/ccs	896	50.45	21.15	5C
m84073_231201_031203_s3/207491851/ccs	349	42.41	40.00	5C
m84073_231201_031203_s3/230035771/ccs	354	40.68	39.97	5C
m84073_231201_031203_s3/207819708/ccs	338	47.93	40.00	5C
m84073_231201_031203_s3/202706819/ccs	628	57.64	25.56	5C
m84073_231201_031203_s3/219876873/ccs	1069	41.44	39.12	5C
m84073_231201_031203_s3/219878471/ccs	622	56.91	29.61	5C
m84073_231201_031203_s3/213848832/ccs	103	50.49	37.89	5C
m84073_231201_031203_s3/224923033/ccs	133	46.62	40.00	5C
m84073_231201_031203_s3/208539999/ccs	345	40.29	40.00	5C
m84073_231201_031203_s3/220402411/ccs	551	42.11	40.00	5C
m84073_231201_031203_s3/225318460/ccs	419	61.10	28.59	5C
m84073_231201_031203_s3/214242697/ccs	327	37.00	39.24	5C
